Carimbo de data/hora,1) Qual o seu sexo?,2) Qual sua idade?,4) Qual o seu curso de graduação?,5) Em que ano você ingressou nesse curso?,6) Qual o período/ano você está matriculado?,7) Qual o turno do seu curso?,8) Você exerce atividade remunerada?,9) O que você poderia dizer sobre suas atuações na área da computação?,10) Quais motivos o levaram a escolher o curso?,"11) Agora que você está na graduação, quais motivos o fazem continuar?","12) Agora que você está na graduação, suas perspectivas com o conteúdo do curso mudaram?",13) Quantas horas por dia você se dedica aos estudos fora do horário de aula?,14) Você tem dificuldade de organizar seu tempo para os estudos?,15) Você costuma estudar pelos livros e outros materiais sugeridos pelo professor?,16) Como você classifica sua dedicação ao curso?,17) Quais são suas maiores dificuldades no curso? ,18) Quais das grandes áreas da computação você encontra/encontrou maior dificuldade?,19) Você acha seu curso difícil? ,20) Você tem dificuldade em  imaginar e implementar um algoritmo para solucionar um problema apresentado?,21) Você procura o professor fora do horário das aulas?,22) Quantas vezes você reprovou?,23) Você conseguiu ser aprovado em disciplinas que reprovou anteriormente?,24) Quais os principais motivos que contribuíram para sua reprovação? ,"25) Na sua opinião, por que é comum ocorrerem reprovações nos cursos de graduação em computação? ",26) Que sugestões você daria para diminuir as reprovações no curso?,27) Como a estrutura física da sua Instituição interfere no seu desempenho acadêmico?,28) Qual sua renda familiar média?,29) Qual o meio de transporte geralmente utilizado para se deslocar para a instituição?,30) Você possui algum tipo de bolsa-auxílio/financiamento estudantil que contribua para sua permanência no curso?,"31) Em seu ambiente residencial, você possui recursos (computador, internet, etc) para estudar/aplicar o conhecimento recebido no seu curso?",32) Você acredita que a sua formação pode transformar sua atual realidade sócio-econômica?,33) Você visualiza atualmente oportunidades de atuação profissional em sua área de formação?,34) Você acredita que a formação que está recebendo será um diferencial para o ingresso no mercado de trabalho?,"35)  No futuro, após você se formar, como você acredita que será o mercado de trabalho na sua área?",36) Você acha que o curso prepara os alunos adequadamente para o mercado de trabalho?,"37) Em algum momento durante seu curso de Computação, você pensou em desistir dos estudos?","38) Se você pudesse refazer sua opção de curso, escolheria  novamente o seu curso?",39) Você já sofreu ou vivenciou algum tipo de discriminação? Conte o que ocorreu.,40)  Qual a instituição  que você cursou no ensino médio?
7/9/2020 9:54:26,Masculino,21,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2017,6º período / 3º ano,Noturno,Sim,"Só tive algum tipo de contato com a área após ingressar no curso. Atualmente, atuo na área.","Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil., Já que tá, que vá!",Razoavelmente,menos que 1 hora,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Tempo para estudar,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Razoavelmente,Razoavelmente,Não,3,Algumas,"Falta de estudo, Motivos pessoais, Falta de frequência às aulas","Geralmente ocorre no início, pois muitas vezes o pessoal não sabe realmente como é o curso. A maioria pensa que só pelo fato de gostar de jogos, computadores e internet, será o curso perfeito, mas não é bem assim.","Acho que deveriam criar, no ensino médio, uma cultura de buscar conhecimento sobre o que cada curso aborda (os cogitados pelos futuros graduandos), para que não seja desperdiçado nosso bem mais precioso (o tempo) em coisas que não agregarão em nada na nossa vida. Tive vários colegas não gostaram do curso mas insistiram em continuar fazendo, até reprovarem pela terceira vez na mesma matéria. Isso criou um desinteresse tão grande para eles, que não só se prejudicaram, como prejudicaram alguns dos demais colegas.",Interfere positivamente. A estrutura oferece mais do que o necessário para que consigamos evoluir.,"De R$7000,00 a R$9000,00",Carro,Não,Sim,Não,Sim,Parcialmente,Muito promissor,"Acho que sim. Muitas matérias abordam o sentido de ""como seria"" em empresas, então, vai do interesse de cada um se aprofundar mais para ter um melhor desempenho.",Sim,Sim,Nunca sofri e nunca me deparei (ou nunca percebi).,Público
7/9/2020 9:57:12,Masculino,30,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2015,5º período / 3º ano,Noturno,Sim,Sempre trabalhei na área.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, Interação com os professores do curso, Gosto do Curso",Bastante,entre 1 e 2 horas,Frequentemente,Sim,Mediana,"Tempo para estudar, Recursos financeiros, Perceber a aplicabilidade dos conteúdos","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Não,"Não, meus horários livres não coincidem com os horários de atendimento deles.",4,A maioria,"Falta de estudo, Motivos pessoais, Falta de frequência às aulas","Materia difícil, e as pessoas sempre entram porque tem vagas, assim conseguem transferir para outra materia",Nenhum não momento,Não interfere,"De R$1000,00 a R$3000,00",Van(Paga),Não,Sim,Sim,Sim,Sim,Muito promissor,Não,Sim,Sim,nao,Público
7/9/2020 9:58:07,Masculino,36,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2013,6º período / 3º ano,Noturno,Sim,Já trabalhei ou estagiei na área da computação antes de entrar no curso.,"Experiência profissional, Gosto de jogos, internet e computador, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Conectar uma rede de contatos para futuros negócios da minha empresa","Experiência profissional, incentivo da família e/ou amigos, Gosto de jogos, internet e computador, Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro",Razoavelmente,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Perceber a aplicabilidade dos conteúdos, Falta de abstração, A exigência do curso na UFFS leva em conta que o aluno estude 4h extra classe todo dia, eu trabalho em turno integral e não consigo repor esse todo esse tempo no fim de semana ","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Pouca,"Não, meus horários livres não coincidem com os horários de atendimento deles.",15,A maioria,"Falta de estudo, Disciplina muito difícil, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Provas abstratas",Na UFFS no período noturno há até uma brincadeira entre os alunos sobre os raros alunos que insistem em cursar e os mais raros ainda que conseguem se formar. ,"Dado a evidência de que o curso de Ciência da Computação exige essas 4h diárias de dedicação extra-classe para a compreensão e absorção do conteúdo, o curso não deveria ser oferecido no período noturno, em seu lugar talvez devessem oferecer um curso com uma matriz mais leve/condizente com o perfil de quem trabalha o dia inteiro, como Sistemas de Informação, Engenharia de Software, ou outras da área profissional que se distanciam 'um pouco' do ramo da ciência, onde os discentes teriam maior familiaridade e absorção do conteúdo proposto pela matriz pedagógica e com isso melhores resultados no decorrer da graduação.","A estrutura da UFFS é excelente, só influencia positivamente.","De R$7000,00 a R$9000,00",Carro,Não,Sim,Não saberia dizer,Sim,Não,Muito promissor,"Não, em hipótese alguma. Declarado por basicamente todos os docentes do curso de Ciência da Computação da UFFS Chapecó, esse curso visa exclusivamente preparar cientistas e professores, não há interesse por parte da maioria dos docentes em preparar os discentes para o mercado de trabalho fora do ambiente acadêmico. ",Sim,Não,"Sim, vi um professor falar para um colega haitiano que ele não podia questionar o professor, que talvez 'no país dele' era normal, mas aqui no brasil ele não podia fazer isso. Esse professor, branco de olhos azuis,  passou dois semestres provocando e fazendo 'brincadeiras' desse tipo com o colega.",Público
7/9/2020 9:59:44,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,3º período / 2º ano,Integral,Sim,"Estou tentando uma vaga na área, mas não estou conseguindo.","Gosto de jogos, internet e computador, Acredito que o curso é adequado ao meu perfil.",O curso é adequado ao meu perfil.,Bastante,menos que 1 hora,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,A máxima possível,"Tempo para estudar, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, O maior problema é referente as aulas de exatas. Cálculo, geometria analítica, etc.","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Não,Não,Nenhuma,Nunca reprovei,Nunca reprovei,Professores de computação são muito dedicados e ensinam bem. O problema se encontra em professores de exatas que passam o conteúdo corrido e não se preocupam muito com o entendimento dos alunos.,Alterar a metodologia das aulas de Cálculo/Geometria,A universidade possui tudo. Temos biblioteca e auxílio. Meu problema de encontra no tempo pra dedicar aos estudos e a metodologia de alguns professores,"Acima de R$9000,00",Carro,Não,Sim,Não saberia dizer,Sim,Parcialmente,Promissor,"Não exatamente. Adquirimos muito conhecimento durante a graduação, mas as coisas mudam muito rápido na tecnologia. No mercado ninguém busca um pedaço de papel (canudo).",Não,Sim,Não.,Público
7/9/2020 10:01:54,Masculino,26,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019.2,2º período / 1º ano,Noturno,Não,"Estou tentando uma vaga na área, mas não estou conseguindo.","Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Gosto do Curso, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Muito Pouco,Mais de 3 horas,Às vezes,Sim,A máxima possível,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos, Sobre as metodologias utilizadas pelos professores, refere-se a serelidade com que alguns docentes optam em transmitir o conteúdo, sem adetrar em detalhes poderiam nos ajudar a compreender os problemas que envolvem o pensamento computacional..","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,"Sim, algumas vezes",1,"Não, nenhuma","Dificuldade para entender as explicações do professor, Provas abstratas, Motivos pessoais, Não consegui nota suficiente, Minha base de conhecimento escolar ao que se refere a matemática era fraca, a didática do professor em questão envolvia passar o máximo de conteúdos possíveis durante o período de aula, isso dificultava a assimilação de propriedades que envolviam o tema da aula, recorria extra-aula á video-aulas, porém dado a minha inexperiência com questões mais abstratas da matemática (em casa, realizava questões mais simples), meu desempenho não correspondia com a exigência das avaliações.","1 - O paradigma que envolve a transmissão do saber matemático na educação brasileira não privilegia em facilitar a compreensão do aluno ao que se refere as ferramentas que ele pode utilizar nessa disciplina. Geralmente, apresenta-se um conceito formal, uma lista de exercícios (a frente da compreensão que o aluno conseguiu de fato elaborar da aula que ele assistiu, com o efeito de desafiá-lo a se apropriar do saber, mas o efeito que se provoca é o oposto disso), e aplica-se um exame ainda mais desafiador. Quando o aluno ingressa no Ensino Superior, o efeito  de se ter alimentado a memória de curto prazo (ou seja, estudou-se para fazer provas, mas sem entender o porquê de se usar aquela ferramenta) aparece quando o estudante se depara com problemas computacionais que realmente exigem de seu raciocínio lógico-matemático uma abstração de nível mais elevado.  
2 - O ensino e transmissão da matemática no ensino público se baseia na mera transferência de conteúdos, teoremas e fórmulas, sem dialogar com as dificuldades que o aluno enfrenta na aquisição do conhecimento. Ou seja, o nível de desafio que  se coloca ao discente que cursa um componente curricular da matemática sempre corresponde a um nível a frente ao que ele de fato consegue entregar (discutido no tópico anterior, porém esse padrão se repete no ensino superior). Não se trabalha a compreensão do processo de entender o teorema (ou as propriedades de um processo) e aplicá-lo de forma estruturada em um problema factual, a transferência de conhecimento geralmente é um processo meramente formal e abstrato.","1 - A matemática e os processos computacionais deveriam ser melhor trabalhados no que se refere a compreensão intuitiva do conteúdo, e sistematicamente (de forma estruturada) expor o aluno as situações problemas que irá se deparar no decorrer do componente. Lógico, essa sugestão exige uma reflexão mais apurada e é necessário discutir e compreender os recursos disponíveis para implementá-lo.

2 - Devido as fragilidades que acompanham o aluno de escola pública no que se refere a resolução matemática dos problemas, é importante o docente ter uma preparação humana que o ajude a desconstruir durante suas aulas a complexidade que envolve a relação do aluno com a matemática. ",Apenas no que se refere a falta de ar-condicionado nas salas de aula durante o verão.,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,Sim,Sim,Não,"Quando fui demitido em meu último, que foi na área de suporte, um dos responsáveis em me auxiliar no processo de compreensão das ferramentas de execução do trabalho, após o superior declarar o desligamento do vínculo. Após a reunião, fora do contato com o empregador, o rapaz (responsável em transmitir o conhecimento das ferramentas virtuais) transmitiu verbalmente sua inferência: ""você sérios problemas mentais (isso porquê não cumpri todas as metas estipuladas pelo empregador)"". Hoje, em uma das disciplinas do semestre, preciso conviver em ambiente de sala de aula com o assujeitado (que naquele momento pós-desligamento realizou a dita ofensa verbal).",Público
7/9/2020 10:09:19,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,4º período / 2º ano,Integral,Não,Nunca trabalhei na área.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro","Gosto de jogos, internet e computador, Emprego futuro, Interação com os colegas do curso, Gosto do Curso",Razoavelmente,menos que 1 hora,Sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Conteúdo das disciplinas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Razoavelmente,Não,3,"Não, nenhuma","Falta de estudo, Disciplina muito difícil, Não consegui nota suficiente","Eu particularmente acredito que o que aprendemos no ensino médio não é o suficiente para acompanhar a faculdade, ainda mais a de Ciência da Computação.","Minha primeira reprovação foi por falta de estudo, as outras foram exclusivamente pelo fato da matéria ser ridiculamente mais complexas do que deveriam.",Não interfere,"De R$7000,00 a R$9000,00",Transporte público,Não,Sim,Sim,Não,Sim,Muito promissor,Acredito que sim,Sim,Sim,Não,Privado (particular)
7/9/2020 10:15:14,Masculino,20,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,2º período / 1º ano,Noturno,Sim,Sempre trabalhei na área.,"Experiência profissional, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é adequado ao meu perfil.",Bastante,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Tempo para estudar, Metodologias utilizadas pelos professores","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Não,"Não, eu não tenho horário para procurá-los",1,Algumas,Não consegui nota suficiente,Falta de didática de alguns professores ,Maior interação entre os alunos e professores.,"Sim, falta do ambiente climatizado ","De R$5000,00 a R$7000,00",Carro,Não,Sim,Sim,Sim,Sim,Muito promissor,"Na grande maioria não, apenas abre sua visão para onde vc deseja ingressar ",Não,Sim,Não,Público
7/9/2020 10:41:20,Feminino,22,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,9º período / 5º ano,Integral,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Sugestão da família e/ou amigos, Gosto de jogos, internet e computador, Emprego futuro","Experiência profissional, incentivo da família e/ou amigos, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Gosto do Curso, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Razoavelmente,Mais de 3 horas,Frequentemente,Sim,Mediana,"Tempo para estudar, Falta de contato entre professor e aluno para sanar dúvidas, Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação","Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Razoavelmente,"Sim, algumas vezes",5,"Sim, todas","Disciplina muito difícil, Dificuldade para entender as explicações do professor, Avaliações incompatíveis com a matéria dada","Acho que o principal motivo é os alunos não estarem preparados para uma graduação após sair do ensino médio, e os professores não entenderem isso.",Ir com mais calma nas matérias iniciais,A burocracia para acesso aos laboratórios ,"De R$1000,00 a R$3000,00",Moto,Não,Sim,Não saberia dizer,Sim,Parcialmente,Promissor,"Depende, se for o mercado de trabalho académico sim, se for a industria não.  ",Sim,Sim,"Sendo mulher, sofri muita discriminação pelos colegas e professores. Mais de 2 professores deram nota inferior em trabalhos em grupo onde achavam que por ser menina ""fui nas costas"".",Público
7/9/2020 10:41:40,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa","Gosto de jogos, internet e computador, Desafio / Motivação pessoal, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa",Não,entre 1 e 2 horas,Não,Não,Mediana,Metodologias utilizadas pelos professores,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Não,Não,2,"Sim, todas","Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Avaliações incompatíveis com a matéria dada, Não consegui nota suficiente","Aluno não estuda, professor não ensina.",Não sei,Não sei,"Acima de R$9000,00",carona,Não,Sim,Não,Não,Parcialmente,Não sei dizer,Muito cedo para dizer,Não,Sim,Não,Privado (particular)
7/9/2020 10:56:40,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,"Estou tentando uma vaga na área, mas não estou conseguindo.",Acredito que o curso é adequado ao meu perfil.,"Experiência profissional, Emprego futuro, Oportunidades que a universidade apresenta (ex: estágio, projeto de pesquisa, etc), Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Não,entre 2 e 3 horas,Às vezes,Sim,Mediana,"Problemas familiares, pessoais ou falta de motivação","Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Bastante,Pouca,"Sim, sempre que tenho dúvidas",Nenhuma,Nunca reprovei,Nunca reprovei,Nas primeiras fasee creio que o motivo é a má compatibilidade do aluno com o curso.,O incentivo ao desenvolvimento pessoal.,"Muito positivamente, não tenho nada o que reclamar.","De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Promissor,"Com certeza, há vários projetos com esse fim.",Não,Sim,Felizmente não.,Técnico integrado em Informática
7/9/2020 11:08:00,Feminino,25,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,3º período / 2º ano,Matutino,Não,Nunca trabalhei na área.,Acredito que o curso é adequado ao meu perfil.,"Emprego futuro, O curso é adequado ao meu perfil.",Não,entre 2 e 3 horas,Às vezes,Sim,Mediana,"Problemas familiares, pessoais ou falta de motivação",Nenhuma,Bastante,Razoavelmente,"Sim, algumas vezes",Nenhuma,Nunca reprovei,Nunca reprovei,Existem disciplinas as quais os estudantes já começam achando que não darão conta e isso cria uma barreira psicológica para conseguir entender e em alguns casos a falta de um ensino de qualidade na escola (fundamental e médio).,"É difícil resolver o problema de uma vida inteira de educação precária, na universidade. Mas acredito que pôr as disciplinas de matemática instrumental e lógica no primeiro semestre porque acredito serem as habilidades que mais fazem as pessoas reprovarem nas disciplinas.","De maneira positiva. Temos os materiais que precisamos para aulas práticas e oferece um certo conforto também, já que muitos de nós passam o dia todo lá.","De R$3000,00 a R$5000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,"Acredito que o curso de Ciências da computação não tem como nos preparar totalmente para o mercado de trabalho, afinal ele é muito extenso, sem contar a quantidade de linguagens utilizadas em diferentes empresas, mas acredito que o curso dá uma ótima base de conhecimento para conseguirmos nos preparar para conquistar o emprego que desejamos.",Não,Sim,"Ainda existe muito machismo no curso, por parte de professores inclusive.",Público
7/9/2020 11:22:36,Masculino,26,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2013,8º período / 4º ano,Noturno,Não,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Experiência profissional, Gosto de jogos, internet e computador, Emprego futuro, O curso é gratuito / consegui bolsa, Não sei o motivo",Bastante,entre 1 e 2 horas,Frequentemente,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,"Metodologias utilizadas pelos professores, Problemas familiares, pessoais ou falta de motivação","Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Razoavelmente,Pouca,"Sim, algumas vezes",10,A maioria,"Falta de estudo, Dificuldade para entender as explicações do professor, Motivos pessoais, Falta de frequência às aulas, Não consegui nota suficiente","Acredito que na maioria dos casos, é falta de motivação dos alunos para com o curso, como no meu caso",Talvez contato por parte da coordenação ao ver que o índice de reprovação do aluno é alta,No início senti falta dos equipamentos do laboratório de sistemas,"De R$3000,00 a R$5000,00",Ônibus fretado,Não,Sim,Sim,Sim,Sim,Promissor,"Não, mas acredito que um pouco seja por que o mercado de trabalho não aplica tudo que é apresentado no curso",Sim,Sim,,Público
7/9/2020 11:31:19,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2015,7º período / 4º ano,Integral,Não,"Estou tentando uma vaga na área, mas não estou conseguindo.","Gosto de jogos, internet e computador, Realização de cursos técnicos, O curso é gratuito / consegui bolsa","Interação com os colegas do curso, Interação com os professores do curso, Gosto do Curso, Desafio / Motivação pessoal",Bastante,menos que 1 hora,Não,Estudo pelos slides e pelas anotações das aulas que assisto.,Mediana,Conteúdo das disciplinas,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Razoavelmente,Pouca,"Sim, algumas vezes",Mais de 20,A maioria,"Motivos pessoais, Falta de frequência às aulas","Por que há a inclusão de muitas matérias desnecessárias e que não agregam em nada, tendo como base a UFFS","Retirar quase a totalidade das matérias de ""humanas"" desnecessárias.","A estrutura física é boa, o problema está na gestão.","De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Não saberia dizer,Sim,Sim,Promissor,não,Não,Sim,não,Público
7/9/2020 11:40:15,Masculino,19,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2019,2º período / 1º ano,Noturno,Não,Nunca trabalhei na área.,Acredito que o curso é adequado ao meu perfil.,Gosto do Curso,Muito Pouco,entre 1 e 2 horas,Às vezes,Estudo pelos slides e pelas anotações das aulas que assisto.,A máxima possível,Nunca parei para pensar sobre isso,Nenhuma,Bastante,Pouca,"Sim, na véspera da prova",Nenhuma,Nunca reprovei,Nunca reprovei,"O curso não é muito fácil, e muitos que fazem no período noturno trabalham durante o dia, então sobra pouco tempo para estudarem fora do horário de aula.",Não sei,Em épocas mais quentes a temperatura dentro de sala pode tirar um pouco a atenção dos alunos devido ao calor.,"De R$1000,00 a R$3000,00",Transporte público,Não,Sim,Sim,Sim,Sim,Muito promissor,"Sim, existe muito incentivo em relação a essa parte.",Não,Sim,,Público
7/9/2020 11:43:34,Masculino,23,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2016,8º período / 4º ano,Noturno,Sim,Sempre trabalhei na área.,"Experiência profissional, Sugestão da família e/ou amigos, Emprego futuro, Não sei o motivo","incentivo da família e/ou amigos, Não sei o motivo",Completamente,menos que 1 hora,Sempre,Sim,Mediana,"Tempo para estudar, Metodologias utilizadas pelos professores, Perceber a aplicabilidade dos conteúdos","Metodologia e Técnicas da Computação (Linguagens de Programação, Engenharia de Software, Banco de Dados)",Bastante,Bastante,"Não, meus horários livres não coincidem com os horários de atendimento deles.",8,"Sim, todas","Falta de estudo, Provas abstratas","No meu caso, falta de motivação para continuar, falta de interesse em linguagens de programação, as disciplinas mais interessantes ficam do meio para o final do curso.","Na parte de lógica de programação, seria interessante ensinar a lógica antes da linguagem, creio que o q mais reprova são essas disciplinas que envolvem lógica ",Não interfere,"De R$1000,00 a R$3000,00",Transporte público,Sim,Sim,Sim,Sim,Parcialmente,Pouco promissor,"Para uma área sim, macaquinhos de código",Sim,Não,Não,Público
7/9/2020 11:49:22,Masculino,24,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2018,4º período / 2º ano,Noturno,Sim,Só consegui trabalho ou estágio com computação após o ingresso no curso.,"Gosto de jogos, internet e computador","Gosto de jogos, internet e computador, Desafio / Motivação pessoal",Muito Pouco,entre 1 e 2 horas,Às vezes,Sim,Mediana,Tempo para estudar,"Matemática da Computação (matemática simbólica, cálculo, modelos análicos e de simulação)",Bastante,Não,Não,3,Algumas,"Falta de estudo, Disciplina muito difícil",Falta de tempo para estudar,Dedicar tempo para o estudo,Não interfere,"De R$1000,00 a R$3000,00",Moto,Não,Sim,Sim,Sim,Sim,Muito promissor,Sim,Não,Sim,Não,Público
7/9/2020 12:04:14,Masculino,26,Ciência da Computação - UFFS (Universidade Federal Fronteira Sul),2012,10º período / 5º ano,Integral,Sim,Nunca trabalhei na área.,"Gosto de jogos, internet e computador, Emprego futuro, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, Acredito que o curso é adequado ao meu perfil.","Gosto de jogos, internet e computador, Emprego futuro, Gosto do Curso, O curso é na cidade em que moro, O curso é gratuito / consegui bolsa, O curso é adequado ao meu perfil.",Muito Pouco,menos que 1 hora,Quase sempre,Estudo pelos slides e pelas anotações das aulas que assisto.,Baixa,"Conteúdo das disciplinas, Tempo para estudar, Problemas familiares, pessoais ou falta de motivação, Perceber a aplicabilidade dos conteúdos","Teoria da Computação (análise de algoritmos, lógica, computabilidade, linguagens formais), Sistemas de Computação (Hardware, Arquitetura de Sistemas de Computação)",Razoavelmente,Pouca,"Não, meus horários livres não coincidem com os horários de atendimento deles.",9,A maioria,"Falta de estudo, Dificuldade para entender as explicações do professor, Trabalhos difíceis ou extensos, Motivos pessoais","Em geral 4 motivos: Falta de dedicação do aluno, Dificuldade de assimilar o conteúdo, Medo de perguntar aos colegas/professores(se expor aos outros), e Falta de tempo para se dedicar aos estudos, nessa ordem na maior parte dos casos. outros motivos seriam de origem pessoal de não encontrar o seu perfil profissional no curso e acabar não só reprovando, mas desistindo/trancando o curso, ou até trocando o mesmo.","Pessoalmente daria uma sugestão de ter mais problemas complexos já resolvidos junto aos conteúdos passados em aula, pois como a maior parte das reprovações são falta de tempo fora de aula, pensando mais tempo em soluções mais complexas conseguiria envolver mais o dia a dia mesmo de quem trabalha, facilitando o raciocínio em problemas comuns que foram resolvidos em aula juntando soluções para resolver os desafios.","Unico problema da estrutura seria quando é muito frio ou muito vento que daí atrapalha os estudos, no mais a estrutura fisica não interfere no desempenho","De R$3000,00 a R$5000,00",Carro,Não,Sim,Sim,Sim,Sim,Promissor,"Nosso curso é bem generalizado, por isso o que prepara os alunos para o mercado de trabalho são as atividades extraclasse. pois o aprofundamento de conhecimentos e o ganho de experiencia com sistemas vai principalmente em atividades para resolver problemas, desde pequenos como grandes desenvolvendo os conhecimentos adquiridos em programas para resolve-los.",Não,Sim,Não,Público
